id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type
1017,فندق الجزائر,Hotel el djazair,فندق الجزائر,27,,,35.9334063,0.0899315,exact,osm,osm,"{""osm"":""7947181686""}",hotel
1018,منزل قيرش سماتي,,منزل قيرش سماتي,28,,,35.7230683,4.5292468,exact,osm,osm,"{""osm"":""5502900421""}",guest_house
1019,Hostel AYA,,,28,,,35.7111019,4.5390737,exact,osm,osm,"{""osm"":""9456808687""}",hostel
102,Auberge de jeunesse,,بيت الشباب,05,,,35.5487199,6.1691165,exact,osm,osm,"{""osm"":""534895985""}",hostel
1020,نزل الشباب,,نزل الشباب,28,,,35.7190055,4.5308909,exact,osm,osm,"{""osm"":""317451246""}",hostel
1021,El-ksob;القصب,El-ksob,القصب,28,,,35.7078369,4.5377443,exact,osm,osm,"{""osm"":""329878031""}",hotel
1022,Hotel Brainis,,,28,,,35.8687725,4.4046948,exact,osm,osm,"{""osm"":""911369489""}",hotel
1023,Hôtel El Kalâa,,,28,,,35.7247015,4.5490467,exact,osm,osm,"{""osm"":""317517086""}",hotel
1024,Marhaba,,,28,,,35.7020827,4.545504,exact,osm,osm,"{""osm"":""332351710""}",hotel
1025,Motel 20 août 55,,,28,,,35.706128,4.5450888,exact,osm,osm,"{""osm"":""1182995389""}",motel
1026,قاعة افراح سراجي,,قاعة افراح سراجي,29,,,35.3795964,0.1182773,exact,osm,osm,"{""osm"":""5035777032""}",alpine_hut
1027,قرية الجبايلية,,قرية الجبايلية,29,,,35.3340668,-0.1510883,exact,osm,osm,"{""osm"":""7861595185""}",alpine_hut
1028,السكن العسكري,,السكن العسكري,29,,,35.2519876,0.1552541,exact,osm,osm,"{""osm"":""5548912955""}",apartment
1029,EL lahak,,,29,,,35.5922593,0.0772386,exact,osm,osm,"{""osm"":""13626884102""}",guest_house
103,Hotel el Hayat,,الحياة Hotel alhayat,05,,,35.5540493,6.1757317,exact,osm,osm,"{""osm"":""5213025421""}",hostel
1030,Souag omar,,,29,,,35.4139668,0.1203694,exact,osm,osm,"{""osm"":""5123964922""}",guest_house
1031,ميهان مرحب ب,,ميهان مرحب ب,29,,,35.4015695,0.1320515,exact,osm,osm,"{""osm"":""7555661685""}",guest_house
1032,Auberge Mohammadia,,,29,,,35.5919182,0.0659743,exact,osm,osm,"{""osm"":""5585285222""}",hostel
1033,Hotel El Amir,,فندق الأمير,29,,,35.5953612,0.074939,exact,osm,osm,"{""osm"":""5216796519""}",hostel
1034,maison de jeunes,,,29,,,35.4592157,0.2954753,exact,osm,osm,"{""osm"":""4109228896""}",hostel
1035,دار الشباب لاغا الصادق,,دار الشباب لاغا الصادق,29,,,35.4053726,0.1307859,exact,osm,osm,"{""osm"":""4805309522""}",hostel
1036,علي قادة,,علي قادة,29,,,35.4087746,0.1492023,exact,osm,osm,"{""osm"":""4991262227""}",hostel
1037,80 Bungalow de Wilaya,,,29,,,35.3080851,-0.0489238,exact,osm,osm,"{""osm"":""1381179822""}",hotel
1038,Hôtel Aqua-Sirence,,,29,,,35.3172527,-0.0504044,exact,osm,osm,"{""osm"":""1382660791""}",hotel
1039,Hôtel Bel Air,Hôtel Bel Air,نزل الهواء الجميل,29,,,35.4116111,0.132796,exact,osm,osm,"{""osm"":""5010092322""}",hotel
104,باطيمات سيدي علي كيمل,,باطيمات سيدي علي كيمل,05,,,35.2175751,6.5426273,exact,osm,osm,"{""osm"":""6710746189""}",hostel
1040,Hôtel Beni Chougrane نزل بني شقران,Hôtel Beni Chougrane,نزل بني شقران,29,,,35.3133386,-0.048912,exact,osm,osm,"{""osm"":""250245731""}",hotel
1041,Hôtel Ech-chems,,نزل الشمس,29,,,35.3150633,-0.0506696,exact,osm,osm,"{""osm"":""250245418""}",hotel
1042,Hôtel NAKHIL,,,29,,,35.2514664,0.1564414,exact,osm,osm,"{""osm"":""3199214964""}",hotel
1043,Hôtel Royal,Hôtel Royal,فندق الرويال,29,,,35.3960948,0.1400276,exact,osm,osm,"{""osm"":""4922335895""}",hotel
1044,Hôtel de la mutuelle des PTT,Hôtel de la mutuelle des PTT,فندق تعاضدية البريد و المواصلات PTT,29,,,35.3125196,-0.0467114,exact,osm,osm,"{""osm"":""263027930""}",hotel
1045,Hôtel فندق,Hôtel,فندق,29,,,35.3146988,-0.0495998,exact,osm,osm,"{""osm"":""250245522""}",hotel
1046,Station thermale منتجع,Station thermale,منتجع,29,,,35.3142264,-0.0502065,exact,osm,osm,"{""osm"":""250236326""}",hotel
1047,nour el feth,nour el feth,,29,,,35.3210179,-0.0530506,exact,osm,osm,"{""osm"":""5315235721""}",hotel
1048,الاقامة الجامعية 1500 سرير,Résidence universitaire 1500 lits,الاقامة الجامعية 1500 سرير,29,,,35.4091666,0.1426921,exact,osm,osm,"{""osm"":""6541841786""}",hotel
1049,رويال,ROYAL,رويال,29,,,35.3961687,0.1401127,exact,osm,osm,"{""osm"":""5318434623""}",hotel
105,بيت الشباب الشمرة,,بيت الشباب الشمرة,05,,,35.665624,6.6423212,exact,osm,osm,"{""osm"":""4768948127""}",hostel
1050,كادي,KADI,كادي,29,,,35.3963834,0.1404271,exact,osm,osm,"{""osm"":""5318431523""}",hotel
1051,مدرسة عزايز محمد( قواديح),,مدرسة عزايز محمد( قواديح),29,,,35.2736518,0.6092143,exact,osm,osm,"{""osm"":""4818471726""}",hotel
1052,Motel des Routiers,,,29,,,35.3798409,0.1182959,exact,osm,osm,"{""osm"":""255880924""}",motel
1053,Binama,,,30,,,30.6827336,8.0944345,exact,osm,osm,"{""osm"":""9547525217""}",apartment
1054,Base de vie 164,,,30,,,31.7378587,6.0445512,exact,osm,osm,"{""osm"":""4529272689""}",chalet
1055,Base vie DPA ENGCB,,,30,,,31.6326618,6.1683579,exact,osm,osm,"{""osm"":""6488176485""}",chalet
1056,Les 400,,Les 400,30,,,31.7402233,6.046765,exact,osm,osm,"{""osm"":""4428478391""}",chalet
1057,Rdv p1,,,30,,,31.8493985,5.043117,exact,osm,osm,"{""osm"":""6084409285""}",chalet
1058,Rdv p2,,,30,,,31.849043,5.0421974,exact,osm,osm,"{""osm"":""6084409286""}",chalet
1059,Rdv p3,,,30,,,31.8498332,5.0420603,exact,osm,osm,"{""osm"":""6084406386""}",chalet
106,بيت الشباب غوفي,,بيت الشباب غوفي,05,,,35.0579492,6.165325,exact,osm,osm,"{""osm"":""4807652322""}",hostel
1060,BAAT,,,30,,,31.6265492,6.1947896,exact,osm,osm,"{""osm"":""8893235517""}",guest_house
1061,Base vie ENSP DPE,,,30,,,31.7502393,6.0562854,exact,osm,osm,"{""osm"":""4587505591""}",guest_house
1062,Home,,,30,,,31.9598796,5.3420655,exact,osm,osm,"{""osm"":""4583418389""}",guest_house
1063,Pro Camp برو كامب,,برو كامب,30,,,31.6874632,6.0545333,exact,osm,osm,"{""osm"":""8766077817""}",guest_house
1064,beaux-parents,,,30,,,31.9568071,5.3412707,exact,osm,osm,"{""osm"":""8732270235""}",guest_house
1065,دار زعباط الشيخ,,دار زعباط الشيخ,30,,,31.9349005,5.3296834,exact,osm,osm,"{""osm"":""6407438786""}",guest_house
1066,دشاش عبد القادر,,دشاش عبد القادر,30,,,31.9355031,5.3262716,exact,osm,osm,"{""osm"":""6407324785""}",guest_house
1067,مسجد دار دشاش,,مسجد دار دشاش,30,,,31.9349724,5.326099,exact,osm,osm,"{""osm"":""6407457285""}",guest_house
1068,مقبرة بني ثور,,مقبرة بني ثور,30,,,31.9452821,5.3391509,exact,osm,osm,"{""osm"":""5653615522""}",guest_house
1069,منزل الملك,,منزل الملك,30,,,31.9354631,5.3257095,exact,osm,osm,"{""osm"":""6407438789""}",guest_house
107,بيت الشباب نڨاوس,,بيت الشباب نڨاوس,05,,,35.5465487,5.6313562,exact,osm,osm,"{""osm"":""5564559123""}",hostel
1070,Hotel Nazl EL-AMIR,,فندق نزل الأمير,30,,,31.9520156,5.3345087,exact,osm,osm,"{""osm"":""437292909""}",hostel
1071,Maison,,,30,,,31.9453313,5.320226,exact,osm,osm,"{""osm"":""5014829225""}",hostel
1072,اكسبرو باز,,اكسبرو باز,30,,,31.6257533,6.18764,exact,osm,osm,"{""osm"":""5424147145""}",hostel
1073,بيت الشباب 22 فبراير ورقلة,,,30,,,31.9282589,5.3034586,exact,osm,osm,"{""osm"":""11374458069""}",hostel
1074,بيت الشباب 22 فبراير ورقلة,,بيت الشباب 22 فبراير ورقلة,30,,,31.9316192,5.3038978,exact,osm,osm,"{""osm"":""13040705931""}",hostel
1075,بيت الشباب وردة الرمال,,بيت الشباب وردة الرمال,30,,,31.9514247,5.3322383,exact,osm,osm,"{""osm"":""5035385321""}",hostel
1076,منزل سريح معمر,,منزل سريح معمر,30,,,31.93192,5.3298333,exact,osm,osm,"{""osm"":""4640821789""}",hostel
1077,AMC,,,30,,,31.68398,6.0650537,exact,osm,osm,"{""osm"":""5636046331""}",hotel
1078,EL MOSTAKBEL,,,30,,,31.9587724,5.3339628,exact,osm,osm,"{""osm"":""4547924919""}",hotel
1079,Euro Japan Factory,,,30,,,31.7273151,6.0479031,exact,osm,osm,"{""osm"":""240955575""}",hotel
108,Hôtel Chélia,,,05,,,35.5577195,6.173815,exact,osm,osm,"{""osm"":""463257885""}",hotel
1080,HOTEL TASSILI,,,30,,,31.962701,5.3366104,exact,osm,osm,"{""osm"":""3881494868""}",hotel
1081,Home,,Home,30,,,31.9499285,5.3928306,exact,osm,osm,"{""osm"":""4754442023""}",hotel
1082,Hotel Aurélie Picard,,,30,,,31.9457709,5.3204325,exact,osm,osm,"{""osm"":""787482815""}",hotel
1083,Hotel Benali,,,30,,,31.6865858,6.0660013,exact,osm,osm,"{""osm"":""4358708989""}",hotel
1084,Hotel Club 34,,,30,,,31.686187,6.0663541,exact,osm,osm,"{""osm"":""4358708889""}",hotel
1085,Hotel Elmanar,,,30,,,31.9560589,5.337556,exact,osm,osm,"{""osm"":""436075634""}",hotel
1086,Hôtel EL Olf OUARGLA,,,30,,,31.9463046,5.3196891,exact,osm,osm,"{""osm"":""7362755346""}",hotel
1087,Hôtel El Mehri,,,30,,,31.9570255,5.3374296,exact,osm,osm,"{""osm"":""304686892""}",hotel
1088,LMC,,,30,,,31.6918513,6.058561,exact,osm,osm,"{""osm"":""1673381549""}",hotel
1089,LYNATEL,,,30,,,31.9467044,5.3244082,exact,osm,osm,"{""osm"":""3771891675""}",hotel
109,Hôtel Fesdis,Hôtel Fesdis,فندق فيسديس,05,,,35.6172442,6.2471679,exact,osm,osm,"{""osm"":""4424372290""}",hotel
1090,M,,M,30,,,31.9522951,5.392244,exact,osm,osm,"{""osm"":""4754441923""}",hotel
1091,Marhaba,,,30,,,31.9556654,5.3374842,exact,osm,osm,"{""osm"":""4172979791""}",hotel
1092,Multicatring,,Multicatring,30,,,31.2735891,8.5617035,exact,osm,osm,"{""osm"":""4601255791""}",hotel
1093,Raymon,,,30,,,31.68623,6.0584752,exact,osm,osm,"{""osm"":""9377055418""}",hotel
1094,Résidence La Perla,,,30,,,31.6916883,6.05597,exact,osm,osm,"{""osm"":""5635928380""}",hotel
1095,S,,S,30,,,31.9498116,5.3920122,exact,osm,osm,"{""osm"":""4754442022""}",hotel
1096,SARL Tbrho Frères Zergoun,SARL Tbrho Frères Zergoun,,30,,,31.625368,6.1963319,exact,osm,osm,"{""osm"":""430173542""}",hotel
1097,hôtel militaire,hôtel militaire,,30,,,31.9557316,5.3336305,exact,osm,osm,"{""osm"":""5053631921""}",hotel
1098,فندق الأروي الذهبي,hôtel mouflon d’or,فندق الأروي الذهبي,30,,,31.9520953,5.333331,exact,osm,osm,"{""osm"":""6422110994""}",hotel
1099,فندق الالف el olf,Hôtel EL Olf,فندق الالف el olf,30,,,31.9459537,5.3196909,exact,osm,osm,"{""osm"":""377160889""}",hotel
11,بيت الشباب,,بيت الشباب,01,,,26.9720945,1.088649,exact,osm,osm,"{""osm"":""299131991""}",hostel
110,Hôtel Karim,Hôtel Karim,فندق كريم,05,,,35.5556099,6.1749409,exact,osm,osm,"{""osm"":""3717043290""}",hotel
1100,فندق الصينيين,Hôtel chinois,فندق الصينيين,30,,,31.6969866,6.0690668,exact,osm,osm,"{""osm"":""4885756123""}",hotel
1101,فندق زايد,Hotel Zaid,فندق عمر,30,,,31.7013176,6.0592691,exact,osm,osm,"{""osm"":""1673381481""}",hotel
1102,Bon pré,,,30,,,31.7036205,6.0656819,exact,osm,osm,"{""osm"":""6631348885""}",motel
1103,منزل عائلة حدّو,,منزل عائلة حدّو,30,,,31.9676689,5.3239301,exact,osm,osm,"{""osm"":""6950716286""}",motel
1104,Les Pins d'Or,,,31,,,35.7577102,-0.7902087,exact,osm,osm,"{""osm"":""270162767""}",apartment
1105,Loc Bousfer,,,31,,,35.723643,-0.8493284,exact,osm,osm,"{""osm"":""5821523053""}",apartment
1106,إقامة المرجان,,إقامة المرجان,31,,,35.7011131,-0.5585713,exact,osm,osm,"{""osm"":""5725801023""}",apartment
1107,C5,,,31,,,35.7123148,-0.5882741,exact,osm,osm,"{""osm"":""1177511831""}",chalet
1108,Camp 8,,,31,,,35.8137111,-0.3060775,exact,osm,osm,"{""osm"":""4234966990""}",chalet
1109,Hai es salem Phoenix,,,31,,,35.8115815,-0.3093941,exact,osm,osm,"{""osm"":""4235901989""}",chalet
111,Hôtel d'Or,Hôtel d'Or,نزل الذهب,05,,,35.3839648,5.9045882,exact,osm,osm,"{""osm"":""3899991379""}",hotel
1110,حي 172 مسكن,,حي 172 مسكن,31,,,35.6963805,-0.5695042,exact,osm,osm,"{""osm"":""4902275124""}",chalet
1111,حي 250 مسكن,,حي 250 مسكن,31,,,35.6960711,-0.5735609,exact,osm,osm,"{""osm"":""4902275123""}",chalet
1112,حي الشهداء,,حي الشهداء,31,,,35.6978538,-0.5680778,exact,osm,osm,"{""osm"":""4902265622""}",chalet
1113,حي عسكري,,حي عسكري,31,,,35.650834,-0.6465624,exact,osm,osm,"{""osm"":""5287149225""}",chalet
1114,مخيم 2,,مخيم 2,31,,,35.8102638,-0.2796692,exact,osm,osm,"{""osm"":""5164101923""}",chalet
1115,Cité Amirouche Aït Hamouda,,Port au poules,31,,,35.7862727,-0.1790566,exact,osm,osm,"{""osm"":""4719355291""}",guest_house
1116,Imene's Place,,,31,,,35.7146484,-0.5900323,exact,osm,osm,"{""osm"":""4484238890""}",guest_house
1117,Maison d'hôtes Oran,,,31,,,35.7177673,-0.6029494,exact,osm,osm,"{""osm"":""454045341""}",guest_house
1118,Malik;مليك,,مليك,31,,,35.7923946,-0.3821427,exact,osm,osm,"{""osm"":""8228305030""}",guest_house
1119,Résidence Grine,,,31,,,35.6730011,-0.6338755,exact,osm,osm,"{""osm"":""1558170501""}",guest_house
112,Trajan Hotel,,Trajan Hotel,05,,,35.4897973,6.4682697,exact,osm,osm,"{""osm"":""11336596069""}",hotel
1120,راقي,,راقي,31,,,35.7073119,-0.4994253,exact,osm,osm,"{""osm"":""5829004787""}",guest_house
1121,يحي,,يحي,31,,,35.6251628,-0.5741023,exact,osm,osm,"{""osm"":""5823076253""}",guest_house
1122,Auberge de jeunesse Es-Seddikia,,بيت الشباب,31,,,35.7064877,-0.6202787,exact,osm,osm,"{""osm"":""2798783026""}",hostel
1123,الإقامة الجامعية المتطوع,,الإقامة الجامعية المتطوع,31,,,35.6638348,-0.6321164,exact,osm,osm,"{""osm"":""4932367721""}",hostel
1124,نزل الدولية,,نزل الدولية,31,,,35.7541478,-0.5429002,exact,osm,osm,"{""osm"":""306440983""}",hostel
1125,Annexe Hotel El Maghrib Al Arabi,,,31,,,35.8562032,-0.3129884,exact,osm,osm,"{""osm"":""191889506""}",hotel
1126,Assala,,,31,,,35.6982142,-0.6509142,exact,osm,osm,"{""osm"":""6043387874""}",hotel
1127,Bahia Centre,,,31,,,35.7115408,-0.6246975,exact,osm,osm,"{""osm"":""5092104025""}",hotel
1128,Beach House oran,,,31,,,35.7055967,-0.8865592,exact,osm,osm,"{""osm"":""293422192""}",hotel
1129,Centre de repos MG PTT,,,31,,,35.7040367,-0.898217,exact,osm,osm,"{""osm"":""9908389849""}",hotel
113,فندق الياسمين,Hotel les Jasmines,فندق الياسمين,05,,,35.5838551,6.1980533,exact,osm,osm,"{""osm"":""5667247621""}",hotel
1130,Chahrazed,,,31,,,35.6705372,-0.6626039,exact,osm,osm,"{""osm"":""5375599823""}",hotel
1131,Complèxe hôtelier Le Zénith,,,31,,,35.680939,-0.6071745,exact,osm,osm,"{""osm"":""371240207""}",hotel
1132,Dairi,Dairi,,31,,,35.7014354,-0.6474456,exact,osm,osm,"{""osm"":""5204117021""}",hotel
1133,El Wassim الوسيم,El Wassim,الوسيم,31,,,35.7684598,-0.7972229,exact,osm,osm,"{""osm"":""5569686533""}",hotel
1134,Hotel Dairi,,,31,,,35.7013367,-0.6472075,exact,osm,osm,"{""osm"":""12384426901""}",hotel
1135,Hotel El Maghrib el Arabi,,,31,,,35.8515274,-0.3121153,exact,osm,osm,"{""osm"":""193128313""}",hotel
1136,Hotel Ghoufi,,,31,,,35.6915295,-0.6498082,exact,osm,osm,"{""osm"":""4169314799""}",hotel
1137,Hotel Liberté,,,31,,,35.6990915,-0.5988463,exact,osm,osm,"{""osm"":""316465059""}",hotel
1138,Hotel TASSILI II,,,31,,,35.8554893,-0.3120027,exact,osm,osm,"{""osm"":""1024589005""}",hotel
1139,Hotel Tassili,,,31,,,35.8552983,-0.3132952,exact,osm,osm,"{""osm"":""193128044""}",hotel
114,فندق براهيمي,Hôtel Brahimi,فندق براهيمي,05,,,35.5543637,6.1472727,exact,osm,osm,"{""osm"":""6057007285""}",hotel
1140,Hotel azhar (el azhar),,,31,,,35.6954217,-0.643148,exact,osm,osm,"{""osm"":""11407477245""}",hotel
1141,Hotel horloge,,,31,,,35.6962301,-0.647742,exact,osm,osm,"{""osm"":""11903608069""}",hotel
1142,Hyatt Regency,,,31,,,35.684748,-0.5891688,exact,osm,osm,"{""osm"":""317659795""}",hotel
1143,Hôtel 8 Mai 1945,Hôtel 8 Mai 1945,فندق 8 ماي 1945,31,,,35.7005405,-0.64344,exact,osm,osm,"{""osm"":""5637886328""}",hotel
1144,Hôtel Chems,,,31,,,35.7476665,-0.7716358,exact,osm,osm,"{""osm"":""11427855993""}",hotel
1145,Hôtel Djurdjura,Hôtel Djurdjura,,31,,,35.7010749,-0.6440664,exact,osm,osm,"{""osm"":""5688872127""}",hotel
1146,Hôtel Eden,,,31,,,35.7533626,-0.7812177,exact,osm,osm,"{""osm"":""372213755""}",hotel
1147,Hôtel Eden,,,31,,,35.6250691,-0.5942719,exact,osm,osm,"{""osm"":""382543450""}",hotel
1148,Hôtel El Mouahidine,,,31,,,35.6217944,-0.5895089,exact,osm,osm,"{""osm"":""382678044""}",hotel
1149,Hôtel Four Points by Sheraton Oran,Hôtel Four Points by Sheraton Oran,فندق فور بوينتس باي شيراتون وهران,31,,,35.7167468,-0.6106094,exact,osm,osm,"{""osm"":""371251554""}",hotel
115,فندق بن يحي,Hôtel Ben Yahia,,05,,,35.530838,6.1541362,exact,osm,osm,"{""osm"":""6152733485""}",hotel
1150,Hôtel Ibis Oran Les Falaise,,,31,,,35.7149211,-0.6143823,exact,osm,osm,"{""osm"":""369700269""}",hotel
1151,Hôtel Ikram,Hôtel Ikram,فندق إكرام,31,,,35.6930201,-0.6234097,exact,osm,osm,"{""osm"":""5556171721""}",hotel
1152,Hôtel Khalid,Hôtel Khalid,,31,,,35.7007044,-0.6434652,exact,osm,osm,"{""osm"":""7103874587""}",hotel
1153,Hôtel Le Méridien d'Oran,Hôtel Le Méridien d'Oran,فندق لو مريديان وهران,31,,,35.7266261,-0.5934337,exact,osm,osm,"{""osm"":""252208939""}",hotel
1154,Hôtel Militaire,,,31,,,35.6717728,-0.6707643,exact,osm,osm,"{""osm"":""385262966""}",hotel
1155,Hôtel Militaire d'Oran,,,31,,,35.7065206,-0.6470242,exact,osm,osm,"{""osm"":""297172601""}",hotel
1156,Hôtel New Beach,,,31,,,35.7102046,-0.8736548,exact,osm,osm,"{""osm"":""293422203""}",hotel
1157,Hôtel Phoenix,,,31,,,35.6244582,-0.5934959,exact,osm,osm,"{""osm"":""382543451""}",hotel
1158,Hôtel Rayane,Hôtel Rayane,,31,,,35.7036023,-0.6424509,exact,osm,osm,"{""osm"":""5209878837""}",hotel
1159,Hôtel Sheraton Oran فندق شيراطون وهران,Hôtel Sheraton Oran,فندق شيراطون وهران,31,,,35.7151967,-0.6096618,exact,osm,osm,"{""osm"":""233254608""}",hotel
116,فندق تيمغاد حزام,TIMGAD HOTEL HAZEM,فندق تيمغاد حزام,05,,,35.5565322,6.1790285,exact,osm,osm,"{""osm"":""5853958785""}",hotel
1160,Hôtel Wassim فندق وسيم,Hôtel Wassim,فندق وسيم,31,,,35.7691201,-0.7996806,exact,osm,osm,"{""osm"":""3756009925""}",hotel
1161,Hôtel Windsor,Hôtel Windsor,,31,,,35.7014491,-0.6460122,exact,osm,osm,"{""osm"":""5640763038""}",hotel
1162,Hôtel africa,Hôtel africa,,31,,,35.6931924,-0.6454203,exact,osm,osm,"{""osm"":""5669976925""}",hotel
1163,Hôtel de police Denoun,,,31,,,35.7050581,-0.6401406,exact,osm,osm,"{""osm"":""5787060240""}",hotel
1164,Hôtel la Méditérannée,,,31,,,35.7159411,-0.6072715,exact,osm,osm,"{""osm"":""458768746""}",hotel
1165,Hôtel les frères jumeaux,Hôtel les frères jumeaux,,31,,,35.7630618,-0.7950206,exact,osm,osm,"{""osm"":""5688872026""}",hotel
1166,LB Suites Hotel,,,31,,,35.7030606,-0.5965801,exact,osm,osm,"{""osm"":""9490134136""}",hotel
1167,Le Mont Parnasse,,,31,,,35.7023655,-0.6477796,exact,osm,osm,"{""osm"":""11407511033""}",hotel
1168,Le Royal,Le Royal,فندق رويال,31,,,35.7034137,-0.6477052,exact,osm,osm,"{""osm"":""272557345""}",hotel
1169,Les Ambassadeurs,Les Ambassadeurs,,31,,,35.6978491,-0.6505056,exact,osm,osm,"{""osm"":""6503507899""}",hotel
117,فندق حازم,Hôtel Hazzem,فندق حازم,05,,,35.5566809,6.1788492,exact,osm,osm,"{""osm"":""3048741940""}",hotel
1170,Monaco Hôtel,,,31,,,35.7482726,-0.7717374,exact,osm,osm,"{""osm"":""4359367494""}",hotel
1171,Nakhla Hotel,,فندق نخلة,31,,,35.6930548,-0.6460175,exact,osm,osm,"{""osm"":""8812917034""}",hotel
1172,Pivilège,,,31,,,35.7340967,-0.5734443,exact,osm,osm,"{""osm"":""11392255835""}",hotel
1173,Plaza,Plaza,,31,,,35.7092558,-0.6275722,exact,osm,osm,"{""osm"":""11621673869""}",hotel
1174,Residence Gueffaz,,,31,,,35.7606914,-0.793307,exact,osm,osm,"{""osm"":""265764273""}",hotel
1175,Residence Hadja Mama,,إقامة الحاجة ماما,31,,,35.7417064,-0.7556023,exact,osm,osm,"{""osm"":""8994348917""}",hotel
1176,Résidence Mira,,,31,,,35.7523812,-0.7818443,exact,osm,osm,"{""osm"":""4788417321""}",hotel
1177,Salles Hôtel Liberté Express,,,31,,,35.6992705,-0.5982261,exact,osm,osm,"{""osm"":""370163364""}",hotel
1178,Timgad,Timgad,تيمڤاد,31,,,35.7018878,-0.6472082,exact,osm,osm,"{""osm"":""11407511032""}",hotel
1179,Vendom Khaled,,,31,,,35.7071706,-0.5610281,exact,osm,osm,"{""osm"":""6326834386""}",hotel
118,فندق سليم,Hôtel SALIM,فندق سليم,05,,,35.5349007,6.1487391,exact,osm,osm,"{""osm"":""482128656""}",hotel
1180,Zénith Oran,,,31,,,35.6812861,-0.6066483,exact,osm,osm,"{""osm"":""6370362685""}",hotel
1181,eden,,,31,,,35.6260221,-0.5926107,exact,osm,osm,"{""osm"":""9106274817""}",hotel
1182,إقامة جامعية ايسطو,Cité universitaire USTO C1,إقامة جامعية ايسطو,31,,,35.7046307,-0.5939102,exact,osm,osm,"{""osm"":""6620767686""}",hotel
1183,الرئيس,Président,الرئيس,31,,,35.6678106,-0.6387656,exact,osm,osm,"{""osm"":""7697607588""}",hotel
1184,رودينا,Rodina,رودينا,31,,,35.6705686,-0.6382306,exact,osm,osm,"{""osm"":""7697607587""}",hotel
1185,شرم الشيخ,Charam e chikh,شرم الشيخ,31,,,35.6961638,-0.6458923,exact,osm,osm,"{""osm"":""4851947122""}",hotel
1186,شهرزاد,HÔTEL CHAHRAZED,شهرزاد,31,,,35.6717402,-0.6631984,exact,osm,osm,"{""osm"":""5589216321""}",hotel
1187,فندق,Hôtel,فندق,31,,,35.6997602,-0.6432628,exact,osm,osm,"{""osm"":""5688941340""}",hotel
1188,فندق أريحا,Hôtel Ariha,فندق أريحا,31,,,35.8493094,-0.3158474,exact,osm,osm,"{""osm"":""5882508785""}",hotel
